代码,序号,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
603020,138,爱普股份,11.96,7.07,0.79,261495.0,314055045.0,6.0,12.29,11.62,11.71,11.17,4.03,6.89,25.1,1.47,4583523777.0,4538144356.0,0.25,0.08,21.54,-15.0
301296,139,N新巨丰,19.47,7.04,1.28,376645.0,776544390.84,15.83,22.07,19.19,22.07,18.19,,63.67,57.16,3.6,8177400000.0,1151717321.0,0.0,0.62,7.04,7.04
300743,140,天地数码,13.02,6.98,0.85,81235.0,104226235.34,7.31,13.07,12.18,12.18,12.17,3.11,8.13,56.87,4.65,1798906699.0,1300327190.0,0.0,0.0,17.3,17.3
603936,141,博敏电子,14.58,6.97,0.95,197133.0,281282542.0,8.14,14.63,13.52,13.52,13.63,0.95,3.86,34.03,1.99,7450556374.0,7450556374.0,0.0,0.21,42.24,-15.23
688066,142,航天宏图,78.75,6.97,5.13,14578.0,112388197.0,8.63,78.98,72.63,73.19,73.62,2.18,0.79,852.83,6.43,14559400879.0,14559400879.0,0.54,0.31,8.02,8.47
688157,143,松井股份,104.18,6.95,6.77,6444.0,65829800.0,5.99,104.49,98.66,99.55,97.41,1.06,1.84,107.29,6.88,8311729807.0,3653425287.0,0.77,0.8,14.11,-14.14
603095,144,越剑智能,23.33,6.92,1.51,30208.0,69983431.0,4.35,23.75,22.8,23.0,21.82,3.06,8.08,12.7,1.38,3079560000.0,872539667.0,0.09,0.13,12.16,-4.15
301218,145,华是科技,24.0,6.9,1.55,43928.0,106486530.42,6.55,24.97,23.5,23.7,22.45,3.55,15.41,251.39,3.12,2736960000.0,684240000.0,-0.41,-0.37,-5.25,8.89
688401,146,路维光电,46.94,6.9,3.03,47035.0,215986759.0,10.45,47.6,43.01,44.0,43.91,1.38,16.53,67.91,4.93,6258679184.0,1336019142.0,0.09,0.66,87.16,87.16
300542,147,新晨科技,12.09,6.9,0.78,112304.0,133630273.69,6.98,12.21,11.42,11.53,11.31,1.81,4.66,185.9,6.31,3627677753.0,2910972579.0,-0.08,-0.17,11.94,-20.3
603118,148,共进股份,8.95,6.8,0.57,231501.0,202842929.0,9.79,9.04,8.22,8.37,8.38,2.62,2.98,18.57,1.4,7089593321.0,6942813321.0,0.11,0.11,25.88,-4.89
301312,149,智立方,137.52,6.75,8.7,11069.0,151515722.21,9.59,141.99,129.64,130.0,128.82,0.86,10.81,68.16,5.39,5630448630.0,1407612226.0,0.01,0.16,90.13,90.13
948,150,南天信息,13.17,6.73,0.83,163709.0,211400066.21,7.7,13.25,12.3,12.4,12.34,1.89,4.89,175.95,2.21,5194059234.0,4405440530.0,0.38,0.15,14.92,-7.32
2981,151,朝阳科技,24.79,6.72,1.56,12496.0,30241463.0,7.71,24.86,23.07,23.23,23.23,1.22,5.21,78.65,2.94,2379840000.0,594960000.0,0.04,-0.04,17.82,13.04
300679,152,电连技术,47.11,6.7,2.96,69290.0,320292239.74,9.06,47.71,43.71,44.33,44.15,1.2,1.95,51.01,5.17,19887816270.0,16767005746.0,0.02,0.13,8.3,-9.65
600996,153,贵广网络,10.83,6.7,0.68,788626.0,847904054.0,8.18,11.08,10.25,10.36,10.15,0.96,7.41,1527.43,2.82,11532849856.0,11532849856.0,0.09,-0.18,57.87,94.43
300025,154,华星创业,5.42,6.69,0.34,151724.0,81413252.56,6.89,5.48,5.13,5.13,5.08,1.2,3.54,201.48,4.25,2729786046.0,2322635646.0,0.0,0.0,29.98,8.62
688521,155,芯原股份-U,51.56,6.68,3.23,122829.0,627085891.0,8.01,52.49,48.62,49.13,48.33,2.11,5.92,865.72,9.2,25664025164.0,10693846038.0,-0.08,0.0,5.94,-33.35
3022,156,联泓新科,43.28,6.68,2.71,270055.0,1130237848.4,11.58,43.8,39.1,40.63,40.57,1.51,8.81,63.27,8.85,57803383040.0,13273802880.0,0.0,0.19,29.39,19.43
301308,157,江波龙,69.2,6.67,4.33,62544.0,422196677.71,9.68,69.91,63.63,64.87,64.87,1.47,19.8,38.58,4.07,28570206377.0,2185442360.0,0.01,0.06,24.3,24.3
2745,158,木林森,10.87,6.67,0.68,353887.0,379805339.02,10.4,11.13,10.07,10.25,10.19,1.42,3.68,39.93,1.21,16132888757.0,10461500639.0,0.18,0.09,17.39,-27.48
603217,159,元利科技,33.5,6.65,2.09,52210.0,174035573.0,9.84,34.48,31.39,31.39,31.41,1.43,6.89,11.63,2.5,6974914400.0,2539694329.0,0.21,0.36,6.89,7.44
2853,160,皮阿诺,16.04,6.65,1.0,41754.0,65662113.36,7.45,16.12,15.0,15.0,15.04,1.4,3.65,25.12,2.56,2992145678.0,1835599715.0,0.31,0.31,43.99,-7.44
603825,161,华扬联众,16.9,6.62,1.05,125396.0,210698350.0,10.09,17.35,15.75,15.79,15.85,1.43,4.95,38.42,1.86,4281387729.0,4281387729.0,0.24,-0.18,-4.25,-41.48
300177,162,中海达,7.6,6.59,0.47,368045.0,277012319.88,9.12,7.79,7.14,7.15,7.13,2.45,6.07,46.88,2.35,5655684902.0,4607542613.0,0.26,0.0,1.6,-19.58
603931,163,格林达,23.31,6.58,1.44,38512.0,88515905.0,7.96,23.58,21.84,21.96,21.87,1.14,3.33,25.0,3.66,4651705838.0,2692364068.0,-0.04,0.13,20.4,-0.21
688138,164,清溢光电,19.18,6.56,1.18,30770.0,58266669.0,7.44,19.36,18.02,18.24,18.0,1.09,3.77,65.63,4.19,5117224000.0,1564129000.0,0.21,0.21,26.1,0.1
2357,165,富临运业,6.2,6.53,0.38,200637.0,123400571.0,9.62,6.38,5.82,5.82,5.82,2.53,6.4,14.46,1.46,1943632023.0,1943562273.0,0.16,0.32,19.69,-0.16
688255,166,凯尔达,43.25,6.53,2.65,17491.0,74755182.0,6.53,43.97,41.32,41.32,40.6,1.29,9.93,74.79,3.08,3391431926.0,762129832.0,0.12,0.02,51.33,9.08
300752,167,隆利科技,23.86,6.52,1.46,51427.0,120608307.26,8.97,24.09,22.08,22.99,22.4,1.0,3.84,-135.92,4.56,4955224137.0,3196594134.0,0.08,0.0,7.96,-31.34
300590,168,移为通信,13.46,6.49,0.82,89363.0,118338728.94,7.12,13.53,12.63,12.69,12.64,1.97,2.65,36.22,3.87,6160596882.0,4547466882.0,0.15,0.07,17.55,-29.64
300389,169,艾比森,10.55,6.46,0.64,91106.0,94596262.29,8.38,10.65,9.82,9.95,9.91,0.82,5.33,23.32,3.61,3797938525.0,1803457829.0,0.19,0.09,30.41,19.48
300689,170,澄天伟业,18.35,6.44,1.11,17314.0,31437813.6,7.71,18.57,17.24,17.24,17.24,2.36,1.76,70.74,3.31,2121260000.0,1807241478.0,0.27,0.27,14.9,-9.47
603822,171,嘉澳环保,61.93,6.43,3.74,32636.0,194591968.0,9.09,61.98,56.69,58.77,58.19,0.89,4.5,41.29,5.02,4543599545.0,4491304553.0,0.62,0.6,35.9,49.92
603869,172,新智认知,9.45,6.42,0.57,201809.0,189305683.0,9.91,9.68,8.8,8.86,8.88,2.78,4.0,269.35,1.2,4767529801.0,4767529801.0,0.0,0.0,17.68,-5.5
955,173,欣龙控股,4.65,6.41,0.28,350403.0,163328936.77,10.07,4.81,4.37,4.39,4.37,4.33,6.52,-60.72,3.16,2503536750.0,2499674693.0,0.22,0.0,7.39,-5.49
300691,174,联合光电,20.02,6.38,1.2,174531.0,348661218.2,9.88,20.76,18.9,19.07,18.82,1.27,8.95,87.41,3.45,5328379597.0,3905720679.0,0.15,0.2,49.96,-14.44
688127,175,蓝特光学,20.86,6.37,1.25,26083.0,53935021.0,7.8,21.23,19.7,19.73,19.61,0.81,1.54,89.65,5.75,8403346700.0,3525002068.0,0.14,-0.67,-4.18,-8.67
300123,176,亚光科技,6.52,6.36,0.39,383513.0,247653224.41,9.62,6.7,6.11,6.18,6.13,2.85,3.88,-33.29,1.73,6569752966.0,6439652364.0,0.15,0.46,9.4,-28.11
300710,177,万隆光电,33.62,6.36,2.01,26287.0,87993637.61,8.32,34.1,31.47,31.93,31.61,2.32,4.01,438.78,4.95,3344863886.0,2201794544.0,0.0,0.12,14.67,-20.09
301117,178,佳缘科技,62.7,6.31,3.72,22917.0,141085375.21,9.77,63.96,58.2,59.0,58.98,1.57,10.91,67.71,4.46,5784908910.0,1316811920.0,0.11,0.11,13.01,35.13
300547,179,川环科技,18.14,6.27,1.07,48468.0,86538417.49,8.14,18.49,17.1,17.36,17.07,1.11,2.74,38.08,4.25,3934677996.0,3206774525.0,0.11,0.28,24.93,24.85
301018,180,申菱环境,39.88,6.26,2.35,64185.0,252545183.56,9.3,41.0,37.51,37.52,37.53,0.96,7.52,46.49,6.38,9571598800.0,3405353200.0,0.2,0.13,69.92,51.63
688290,181,景业智能,86.55,6.26,5.1,8825.0,76126530.0,11.5,89.88,80.51,81.45,81.45,0.84,5.26,100.44,7.37,7131720000.0,1451124736.0,0.06,0.35,102.36,155.39
803,182,山高环能,13.97,6.24,0.82,98501.0,136123988.5,7.76,14.17,13.15,13.15,13.15,0.56,3.47,34.43,3.46,4917357647.0,3964237842.0,-0.14,0.29,-14.82,-14.87
688025,183,杰普特,59.8,6.24,3.51,20817.0,124726331.0,10.3,61.8,56.0,57.43,56.29,0.85,3.79,75.36,3.17,5597762945.0,3286488161.0,0.0,-0.68,37.95,-22.08
836,184,富通信息,3.24,6.23,0.19,1063411.0,340630801.9,11.8,3.36,3.0,3.12,3.05,3.76,8.8,175.16,2.94,3915394926.0,3914789370.0,0.0,0.0,23.66,14.49
801,185,四川九洲,7.56,6.18,0.44,498481.0,374362702.2,13.62,7.83,6.86,7.16,7.12,2.26,4.87,41.79,2.81,7732418244.0,7732418244.0,0.13,-0.26,8.62,-20.75
300319,186,麦捷科技,9.35,6.13,0.54,187057.0,171050607.22,6.92,9.38,8.77,8.8,8.81,1.47,2.52,44.77,2.11,8043718503.0,6952355704.0,0.54,0.43,8.97,-38.65
2186,187,全 聚 德,9.01,6.12,0.52,154802.0,138268979.33,12.6,9.34,8.27,8.36,8.49,4.08,5.03,-9.11,3.2,2779260235.0,2775563882.0,-0.66,1.81,11.23,-7.02
600875,188,东方电气,20.16,6.11,1.16,513433.0,1015210348.0,6.68,20.27,19.0,19.33,19.0,0.91,2.56,17.72,1.91,62875165188.0,40440609216.0,0.1,0.1,35.94,-4.86
2848,189,高斯贝尔,11.14,6.1,0.64,75808.0,82879834.71,9.9,11.34,10.3,10.5,10.5,0.98,4.72,25.76,7.08,1862051000.0,1791047358.0,0.0,0.0,18.89,24.75
300578,190,会畅通讯,17.63,6.08,1.01,87766.0,153622168.95,7.4,17.9,16.67,16.7,16.62,2.38,4.52,44.46,2.11,3522157365.0,3421893034.0,0.11,0.06,12.87,-40.54
2577,191,雷柏科技,12.4,6.07,0.71,64322.0,78663136.0,7.01,12.48,11.66,11.69,11.69,1.15,2.27,60.67,3.11,3507712000.0,3507526000.0,0.24,0.32,21.69,4.11
2446,192,盛路通信,8.08,6.04,0.46,379469.0,302248375.22,8.14,8.19,7.57,7.63,7.62,1.64,4.54,29.7,2.47,7337295159.0,6756346972.0,0.12,0.25,27.04,33.55
300965,193,恒宇信通,45.7,6.03,2.6,6674.0,30166184.44,7.8,46.7,43.34,43.34,43.1,2.6,4.06,-724.02,2.04,2742000000.0,750793875.0,0.0,0.09,-0.93,-33.25
2786,194,银宝山新,6.68,6.03,0.38,115963.0,75982746.0,6.35,6.7,6.3,6.31,6.3,1.38,2.35,-24.21,7.7,3310688160.0,3300668160.0,0.0,0.15,8.62,-1.18
2068,195,黑猫股份,16.0,6.03,0.91,236854.0,374080110.83,11.0,16.34,14.68,15.07,15.09,1.11,3.26,87.74,3.59,11969913536.0,11632441536.0,0.0,0.13,24.03,52.38
300331,196,苏大维格,22.2,6.02,1.26,111802.0,247746997.71,9.07,22.86,20.96,21.0,20.94,0.95,5.56,2093.69,2.86,5764502749.0,4461544323.0,1.09,0.77,38.32,-33.39
2434,197,万里扬,10.93,6.01,0.62,498456.0,520904894.33,11.64,10.94,9.74,10.29,10.31,0.76,3.8,44.06,2.63,14346718000.0,14335136572.0,0.0,0.46,39.24,-25.85
301127,198,天源环保,12.17,6.01,0.69,150710.0,180026928.27,8.45,12.4,11.43,11.57,11.48,1.52,14.7,29.24,2.45,5091998586.0,1247425000.0,0.0,0.08,8.18,-39.54
600590,199,泰豪科技,6.71,6.0,0.38,227663.0,150511277.0,6.64,6.79,6.37,6.39,6.33,1.37,2.7,11.34,1.43,5722756023.0,5660351499.0,0.15,0.15,4.84,-18.86
603421,200,鼎信通讯,8.51,5.98,0.48,84647.0,71412489.0,7.85,8.64,8.01,8.1,8.03,1.4,1.3,-119.99,1.72,5550141249.0,5550141249.0,0.24,0.0,21.57,0.83
1205,201,盛航股份,32.0,5.96,1.8,44231.0,139091546.97,9.34,32.57,29.75,30.16,30.2,0.8,3.79,30.25,3.93,5461418656.0,3734826656.0,0.0,0.66,52.96,85.72
603701,202,德宏股份,11.58,5.95,0.65,116772.0,133126139.0,7.41,11.7,10.89,11.1,10.93,0.63,4.47,120.07,4.07,3026570814.0,3026570814.0,0.7,0.09,38.85,17.44
2232,203,启明信息,13.77,5.92,0.77,196616.0,272794595.69,9.85,14.3,13.02,13.06,13.0,3.93,4.81,52.87,4.13,5625712225.0,5625712225.0,0.0,-0.07,2.46,-38.0
300812,204,易天股份,18.83,5.91,1.05,48974.0,90912828.42,6.41,18.91,17.77,17.99,17.78,1.45,8.3,35.73,3.08,2632829976.0,1111344698.0,0.0,0.16,14.75,-12.5
2842,205,翔鹭钨业,10.42,5.89,0.58,126029.0,128930817.66,7.83,10.49,9.72,9.89,9.84,0.82,5.88,62.68,3.08,2893344762.0,2233026100.0,0.19,0.0,23.46,12.41
300421,206,力星股份,17.07,5.89,0.95,179341.0,294300784.06,10.79,17.26,15.52,16.04,16.12,0.77,9.42,70.74,3.41,4226282846.0,3248156859.0,-0.23,-0.18,41.9,-21.59
603239,207,浙江仙通,15.35,5.86,0.85,35497.0,53632001.0,6.0,15.38,14.51,14.59,14.5,1.51,1.31,36.07,4.43,4155552000.0,4155552000.0,0.0,0.13,12.95,-9.71
601975,208,招商南油,3.63,5.83,0.2,2636064.0,949256604.0,9.04,3.73,3.42,3.42,3.43,0.85,5.43,20.35,2.8,17615605368.0,17615605368.0,0.28,0.0,-11.03,80.6
2829,209,星网宇达,37.85,5.81,2.08,29782.0,110833674.2,9.87,38.6,35.07,35.22,35.77,0.81,2.94,85.59,5.39,5854828764.0,3829733212.0,0.21,0.11,27.66,-3.64
300781,210,因赛集团,18.8,5.8,1.03,28945.0,53510197.8,6.58,18.99,17.82,17.82,17.77,1.63,3.68,41.95,3.03,2066192305.0,1477231094.0,0.97,1.08,11.24,-20.41
600230,211,沧州大化,18.7,5.77,1.02,279194.0,511287443.0,11.37,19.0,16.99,17.74,17.68,1.56,6.78,24.55,1.98,7823253497.0,7701847487.0,0.05,-0.05,18.43,31.88
603966,212,法兰泰克,10.68,5.74,0.58,45888.0,48746857.0,9.7,10.98,10.0,10.0,10.1,1.31,1.53,18.16,2.53,3207480964.0,3207480964.0,0.0,0.0,11.25,6.16
600202,213,哈空调,6.1,5.72,0.33,316200.0,190956917.0,7.97,6.2,5.74,5.83,5.77,1.63,8.25,241.82,3.01,2338378099.0,2338378099.0,0.33,-0.33,6.64,23.48
300183,214,东软载波,14.28,5.7,0.77,54343.0,76375275.76,7.25,14.4,13.42,13.58,13.51,1.38,1.62,65.77,2.18,6606058476.0,4790239023.0,0.07,0.07,10.7,-21.02
603328,215,依顿电子,7.05,5.7,0.38,119374.0,82898844.0,7.05,7.09,6.62,6.7,6.67,1.75,1.2,28.64,2.01,7039020408.0,7039020408.0,0.14,0.14,15.95,-11.1
688195,216,腾景科技,29.33,5.69,1.58,36762.0,106982943.0,9.3,30.17,27.59,27.86,27.75,1.37,4.67,70.65,4.48,3793835500.0,2307074923.0,-0.37,-0.51,27.52,-9.36
300548,217,博创科技,21.69,5.65,1.16,53864.0,115248054.56,6.23,21.86,20.58,20.62,20.53,1.96,2.51,38.07,3.66,5676073669.0,4661367751.0,0.05,0.05,25.16,-0.32
300486,218,东杰智能,8.82,5.63,0.47,26560.0,23064784.75,5.99,8.83,8.33,8.33,8.35,0.98,0.69,48.18,2.28,3585412740.0,3382482577.0,0.34,0.34,9.02,-22.77
2835,219,同为股份,11.27,5.62,0.6,36597.0,40609804.96,5.15,11.3,10.75,10.75,10.67,0.81,2.88,32.49,2.91,2473696602.0,1434467746.0,0.36,0.09,24.26,8.68
2275,220,桂林三金,14.47,5.62,0.77,111473.0,162524162.09,9.12,14.98,13.73,13.73,13.7,3.57,2.0,14.1,2.96,8540194000.0,8049941226.0,0.0,-0.07,15.76,-11.82
300054,221,鼎龙股份,23.93,5.6,1.27,204880.0,490479751.08,9.44,24.65,22.51,22.7,22.66,2.31,2.79,58.23,5.71,22645844625.0,17601315794.0,0.13,0.08,23.61,-1.6
2514,222,宝馨科技,11.7,5.6,0.62,452500.0,516809035.86,7.76,11.77,10.91,11.1,11.08,0.79,8.17,262.5,7.47,8424400889.0,6482200889.0,-0.26,-0.34,125.43,132.6
2409,223,雅克科技,64.57,5.59,3.42,65894.0,421791188.35,8.19,65.78,60.77,61.16,61.15,1.03,2.07,54.6,5.03,30730650168.0,20566965346.0,0.02,0.0,18.94,-20.24
301282,224,金禄电子,35.77,5.58,1.89,110082.0,389540563.3,11.89,37.24,33.21,33.35,33.88,0.8,30.72,45.93,3.37,5406276655.0,1281982885.0,0.0,-0.2,17.74,17.74
603728,225,鸣志电器,43.92,5.58,2.32,104216.0,454135266.0,14.35,45.76,39.79,42.0,41.6,1.13,2.5,131.0,7.41,18453646800.0,18334210752.0,0.48,1.55,199.8,86.02
603109,226,神驰机电,18.56,5.57,0.98,107913.0,200593732.0,6.26,19.16,18.06,18.06,17.58,0.74,16.52,23.63,2.55,3889833382.0,1212673280.0,0.05,-0.48,29.61,-7.57
603255,227,鼎际得,32.96,5.57,1.74,70175.0,228692445.0,11.82,34.07,30.38,30.74,31.22,0.8,21.03,32.96,3.01,4399061344.0,1099765344.0,-0.48,-0.54,50.64,50.64
2475,228,立讯精密,37.9,5.57,2.0,659449.0,2469619210.48,7.27,38.55,35.94,36.19,35.9,0.88,0.93,35.48,6.99,268538728430.0,268129762303.0,0.05,0.0,11.24,-22.79
2957,229,科瑞技术,18.88,5.53,0.99,98550.0,183490053.75,7.1,19.07,17.8,18.13,17.89,0.79,2.4,38.35,3.02,7755189770.0,7755019850.0,0.21,0.21,16.26,-25.67
603327,230,福蓉科技,18.92,5.52,0.99,122537.0,235521053.0,9.31,19.72,18.05,18.13,17.93,1.69,2.35,20.57,5.73,9862996000.0,9862996000.0,0.0,0.0,46.67,43.12
603003,231,龙宇燃油,7.65,5.52,0.4,100525.0,75979177.0,6.76,7.72,7.23,7.25,7.25,1.07,2.5,67.45,0.86,3078692729.0,3078692729.0,0.13,0.13,6.99,7.14
301153,232,中科江南,51.49,5.51,2.69,12398.0,62640806.0,6.15,51.76,48.76,48.87,48.8,1.36,5.21,45.63,3.82,5560920000.0,1226055422.0,0.0,0.0,10.83,52.88
300209,233,天泽信息,7.11,5.49,0.37,138000.0,96658001.88,5.64,7.12,6.74,6.74,6.74,1.74,3.54,-17.9,8.54,3001183116.0,2774136116.0,0.0,0.14,24.3,-10.34
300125,234,聆达股份,28.71,5.47,1.49,141515.0,399725946.96,11.02,29.55,26.55,27.45,27.22,0.84,5.37,-89.9,12.0,7622504856.0,7567092489.0,0.24,0.24,78.66,72.74
2517,235,恺英网络,8.11,5.46,0.42,820372.0,659003379.92,6.76,8.19,7.67,7.69,7.69,1.67,5.0,13.91,4.31,17456918012.0,13307229017.0,-0.37,-0.25,44.82,39.35
688333,236,铂力特,213.0,5.46,11.03,7111.0,149716894.0,6.92,214.4,200.43,203.87,201.97,1.1,0.88,-220.84,12.92,17208536250.0,17208536250.0,0.0,0.18,14.87,0.0
688283,237,坤恒顺维,58.0,5.45,3.0,7861.0,44327443.0,11.98,59.87,53.28,54.25,55.0,1.29,4.22,201.75,5.95,4872000000.0,1080363796.0,-0.02,-0.33,43.99,71.9
300853,238,申昊科技,30.12,5.43,1.55,49336.0,146971414.42,6.37,30.39,28.57,28.57,28.57,2.77,5.32,250.6,3.49,4425543648.0,2793108020.0,0.03,-0.07,10.33,-26.89
300414,239,中光防雷,8.37,5.42,0.43,43750.0,36145327.97,5.67,8.39,7.94,7.94,7.94,1.48,1.41,58.84,2.85,2728782930.0,2605254026.0,0.12,0.0,5.28,-25.73
600933,240,爱柯迪,17.93,5.41,0.92,127357.0,227370737.0,7.35,18.28,17.03,17.03,17.01,1.38,1.45,37.03,3.17,15784180632.0,15779958117.0,0.56,0.45,15.16,-6.03
603969,241,银龙股份,4.88,5.4,0.25,251846.0,121172584.0,5.62,4.9,4.64,4.66,4.63,2.14,2.99,32.88,1.99,4104080000.0,4104080000.0,0.21,0.0,10.66,10.16
688557,242,兰剑智能,36.7,5.4,1.88,11233.0,40364162.0,9.85,37.2,33.77,34.88,34.82,0.8,2.6,42.69,2.85,2666989000.0,1587397211.0,0.03,-0.14,15.66,35.13
300493,243,润欣科技,7.03,5.4,0.36,104898.0,72676698.97,5.55,7.05,6.68,6.68,6.67,1.7,2.19,52.5,3.64,3553940203.0,3371957511.0,0.43,0.14,10.02,-11.57
2123,244,梦网科技,12.5,5.4,0.64,190338.0,235304329.02,5.56,12.65,11.99,12.0,11.86,0.97,2.85,1070.38,2.38,10027453500.0,8353650475.0,-0.48,0.16,25.13,-27.33
300603,245,立昂技术,10.96,5.38,0.56,173261.0,186745182.8,5.67,11.06,10.47,10.5,10.4,1.19,6.92,57.81,4.24,3922967589.0,2746027046.0,-0.09,0.09,-1.53,3.1
300467,246,迅游科技,12.53,5.38,0.64,103191.0,127473535.27,5.72,12.59,11.91,11.95,11.89,1.37,6.35,191.17,4.29,2546157359.0,2037313821.0,-0.32,-0.4,8.2,-24.7
600501,247,航天晨光,12.57,5.36,0.64,111627.0,138432198.0,6.29,12.63,11.88,11.94,11.93,1.29,2.65,126.83,2.45,5429342502.0,5295534852.0,0.08,0.16,1.86,-10.47
600689,248,上海三毛,9.04,5.36,0.46,87811.0,78435142.0,6.41,9.16,8.61,8.67,8.58,1.04,5.77,3452.09,4.14,1816961741.0,1375925453.0,0.0,-0.33,1.46,26.79
688231,249,隆达股份,40.12,5.36,2.04,51995.0,205399989.0,8.51,40.84,37.6,38.08,38.08,1.26,10.28,96.53,3.59,9903908577.0,2029664541.0,-0.05,-0.15,2.66,2.66
300913,250,兆龙互连,18.88,5.36,0.96,83474.0,155180148.47,6.47,18.98,17.82,18.2,17.92,1.31,18.17,27.41,3.85,3469200000.0,867300000.0,-0.11,0.48,24.29,3.96
2338,251,奥普光电,21.05,5.36,1.07,73283.0,153199735.71,7.61,21.48,19.96,20.05,19.98,1.98,3.05,69.22,5.11,5052000000.0,5051873700.0,-0.05,0.1,22.31,-10.73
2865,252,钧达股份,172.46,5.35,8.76,44193.0,751030967.2,10.37,175.98,159.0,164.26,163.7,1.13,3.2,44.73,17.98,24407276122.0,23825223622.0,0.0,-0.02,81.88,146.37
601869,253,长飞光纤,45.72,5.35,2.32,190593.0,862039034.0,13.18,47.68,41.96,43.35,43.4,1.75,4.69,32.98,3.66,34651421538.0,18577787716.0,0.15,0.04,61.44,40.85
2660,254,茂硕电源,9.48,5.33,0.48,213909.0,200176108.96,10.11,9.7,8.79,9.01,9.0,1.12,7.8,46.91,2.81,3380814660.0,2600626662.0,-0.11,-0.32,24.74,17.76
603389,255,亚振家居,6.33,5.32,0.32,121735.0,76600846.0,4.83,6.39,6.1,6.18,6.01,0.75,4.63,-15.51,3.07,1663220160.0,1663220160.0,-0.47,-0.16,29.45,21.5
600968,256,海油发展,2.77,5.32,0.14,1413320.0,387009871.0,8.37,2.83,2.61,2.62,2.63,1.13,1.39,13.61,1.35,28157338631.0,28157338631.0,0.0,0.0,1.47,-3.82
2324,257,普利特,15.83,5.32,0.8,214154.0,332369237.36,8.78,16.07,14.75,15.18,15.03,0.69,3.19,172.47,6.12,16052606478.0,10615232026.0,0.0,-0.13,37.29,12.51
2712,258,思美传媒,4.95,5.32,0.25,332736.0,162806142.95,5.74,4.97,4.7,4.7,4.7,1.5,5.79,282.5,1.46,2876952316.0,2844121173.0,0.0,0.61,18.71,-1.79
2397,259,梦洁股份,5.35,5.31,0.27,170713.0,90089425.0,5.91,5.4,5.1,5.15,5.08,1.19,3.11,-46.65,2.61,4044500720.0,2939728871.0,0.19,0.19,53.74,35.44
688160,260,步科股份,41.9,5.3,2.11,29654.0,123705495.0,11.23,43.54,39.07,39.69,39.79,1.68,11.12,41.03,5.25,3519600000.0,1117343361.0,-0.45,-0.59,65.61,22.51
301321,261,翰博高新,23.64,5.3,1.19,42169.0,99164238.09,8.29,24.33,22.47,22.47,22.45,1.33,6.96,38.26,2.09,2938215600.0,1432884512.0,-0.13,-0.04,-28.15,-28.15
688201,262,信安世纪,36.79,5.29,1.85,9959.0,36302276.0,7.53,37.57,34.94,35.46,34.94,1.12,1.62,100.23,5.04,5070731780.0,2260669418.0,-0.3,-0.19,9.43,-12.38
2765,263,蓝黛科技,9.37,5.28,0.47,207011.0,193075082.41,7.75,9.61,8.92,8.98,8.9,0.96,4.64,29.78,2.58,5464820967.0,4178477477.0,0.11,0.0,11.68,12.22
603917,264,合力科技,33.3,5.28,1.67,52458.0,173681311.0,8.13,34.2,31.63,31.63,31.63,1.48,3.35,92.0,5.01,5221440000.0,5221440000.0,0.06,0.33,114.01,40.68
603803,265,瑞斯康达,8.0,5.26,0.4,141517.0,112495509.0,7.11,8.19,7.65,7.7,7.6,1.69,3.36,57.03,1.8,3473404456.0,3368444456.0,0.13,0.13,3.09,1.01
300299,266,富春股份,6.6,5.26,0.33,302527.0,197757716.99,5.26,6.66,6.33,6.33,6.27,1.17,4.67,111.49,8.36,4562114601.0,4272841201.0,0.46,0.3,9.45,-0.15
600152,267,维科技术,9.01,5.26,0.45,327706.0,291112183.0,9.81,9.22,8.38,8.58,8.56,0.97,6.68,334.76,2.37,4729390104.0,4420727794.0,-0.11,0.11,61.47,9.61
301191,268,菲菱科思,80.82,5.25,4.03,11982.0,95146799.76,5.43,80.98,76.81,77.0,76.79,0.99,8.98,20.61,2.9,4310938800.0,1078138800.0,-0.07,-0.04,-0.48,12.25
300447,269,全信股份,17.26,5.24,0.86,76188.0,129441322.0,6.59,17.4,16.32,16.48,16.4,1.53,3.82,25.54,3.01,5390787753.0,3442238762.0,0.06,0.06,-8.04,-23.25
2816,270,和科达,19.47,5.24,0.97,43983.0,85888357.28,6.59,20.2,18.98,20.0,18.5,4.1,4.46,-45.22,4.9,1947000000.0,1917958782.0,0.1,0.21,10.81,4.4
851,271,高鸿股份,5.23,5.23,0.26,367346.0,189778451.04,6.44,5.27,4.95,4.97,4.97,1.95,3.35,11.59,1.3,6091654111.0,5740843472.0,0.0,0.19,9.64,-12.54
300711,272,广哈通信,12.07,5.23,0.6,24809.0,29591160.4,5.84,12.15,11.48,11.55,11.47,1.7,1.2,1561.08,4.09,2506241016.0,2492673926.0,0.0,-0.08,8.74,-12.66
300469,273,信息发展,13.29,5.23,0.66,33300.0,43986107.31,7.52,13.55,12.6,12.75,12.63,2.13,1.77,-24.52,15.4,2726249147.0,2499926840.0,-0.15,-0.15,-5.88,-10.51
300195,274,长荣股份,6.05,5.22,0.3,81179.0,48351587.0,5.22,6.05,5.75,5.78,5.75,1.31,2.59,33.73,0.93,2561493504.0,1896450733.0,0.5,0.33,14.37,-15.5
